Age_08_04,KM,HP,Quarterly_Tax,Weight,Guarantee_Period,Met_Color,Color,Automatic,CC,Doors,Mfr_Guarantee,ABS,Airbag_1,Airbag_2,Airco,Automatic_airco,Boardcomputer,CD_Player,Central_Lock,Powered_Windows,Power_Steering,Mistlamps,Sport_Model,Backseat_Divider,Metallic_Rim,Parking_Assistant,Tow_Bar,Id,Price
35,59500,69,64,1110,12,1,Silver,0,1300,3,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,239,13950
38,58798,110,85,1075,3,1,Grey,0,1600,5,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,242,10950
38,58363,110,85,1055,3,1,Black,0,1600,3,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,243,12450
39,55678,110,69,1030,3,1,Blue,0,1600,4,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,249,12900
43,55539,110,85,1085,3,1,Red,0,1600,5,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,250,13500
42,55400,110,85,1075,3,0,Red,0,1600,5,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,251,11750
43,54600,110,69,1030,3,0,Blue,0,1600,4,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,253,10850
43,53773,110,85,1075,3,1,Grey,0,1600,5,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,254,11750
42,53719,110,85,1105,3,1,Grey,1,1600,5,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,1,255,14950
39,53644,110,19,1075,3,1,Green,0,1600,5,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,256,9940
42,53350,110,85,1075,12,0,Black,0,1600,5,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,257,12900
38,53000,110,85,1075,6,1,Silver,0,1600,5,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,258,13500
33,51945,110,85,1075,3,1,Green,0,1600,5,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,261,13450
39,50873,110,85,1075,3,1,Blue,0,1600,5,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,263,12495
41,50856,110,69,1030,12,0,Green,0,1600,4,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,264,13500
40,50640,110,85,1075,3,1,Blue,0,1600,5,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,265,12750
39,50000,97,85,1060,3,1,Black,0,1400,5,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,266,12000
34,49291,110,69,1040,3,1,Black,0,1600,3,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,269,12450
40,48952,90,210,1205,3,1,Blue,0,1300,5,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,270,14750
33,48928,69,185,1105,3,1,Grey,0,1300,3,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,272,13500
35,48052,69,185,1105,3,1,Grey,0,1300,3,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,274,13500
43,48000,110,85,1075,6,1,Red,0,1600,5,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,276,13500
41,47350,110,85,1075,3,1,Grey,0,1600,5,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,277,11480
39,46821,97,85,1060,3,1,Red,0,1400,5,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,278,13450
39,46694,110,69,1040,3,0,Red,0,1600,3,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,279,11495
43,46515,97,69,1025,12,0,Red,0,1400,5,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,280,12750
38,46327,110,85,1055,3,1,Black,0,1600,3,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,281,14990
39,45713,97,19,1085,6,1,Blue,0,1400,5,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,284,12850
40,45600,110,85,1105,3,1,Grey,1,1600,5,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,285,13950
41,45287,110,85,1075,3,1,Red,0,1600,5,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,286,11950
39,45081,110,85,1075,3,1,Grey,0,1600,5,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,287,12950
40,44830,110,85,1075,3,1,Green,0,1600,5,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,288,11700
37,44757,97,69,1025,3,0,Red,0,1400,3,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,289,9950
44,44218,97,85,1060,3,1,Grey,0,1400,5,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,290,11895
43,43632,110,85,1075,3,1,Blue,0,1600,5,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,291,12950
36,43427,110,69,1040,3,1,Green,0,1600,3,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,292,12500
39,43254,110,85,1075,3,1,Red,0,1600,5,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,293,13875
33,42823,110,85,1075,3,1,Red,0,1600,5,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,295,12295
42,42560,110,85,1080,3,1,Silver,0,1600,5,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,296,13950
38,41754,110,69,1040,3,0,Red,0,1600,3,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,297,10950
44,41499,110,197,1103,3,1,Green,0,1600,5,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,298,12950
35,41000,110,85,1075,3,1,Grey,0,1600,5,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,300,13995
39,40000,110,85,1055,3,1,Grey,0,1600,3,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,301,13750
37,39757,110,85,1075,3,1,Blue,0,1600,5,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,302,12750
43,39650,110,85,1055,3,0,Blue,0,1600,3,0,1,1,1,0,0,1,0,1,1,1,1,0,1,1,0,0,304,13950
44,39516,97,85,1060,3,1,Grey,0,1400,5,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,306,13950
44,39000,97,69,1025,3,1,Blue,0,1400,3,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,308,9950
42,38932,110,69,1040,12,1,Green,0,1600,3,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,309,13500
37,38812,97,69,1025,3,0,Red,0,1400,3,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,310,11450
40,38653,110,85,1080,3,1,Green,0,1600,5,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,312,12950
44,38461,110,85,1080,3,1,Grey,0,1600,5,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,313,13995
43,37576,97,69,1030,3,0,Grey,0,1400,3,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,316,9950
41,37533,110,85,1075,3,1,Green,0,1600,5,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,317,13950
44,37389,110,85,1080,3,1,Black,0,1600,5,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,318,12950
38,37320,97,69,1025,3,1,Blue,0,1400,3,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,319,10950
42,37000,97,69,1025,3,1,Green,0,1400,3,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,320,9900
44,37000,110,19,1075,3,0,Green,0,1600,4,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,321,11950
40,36566,110,85,1090,3,0,Red,0,1600,5,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,322,11990
36,36269,110,85,1075,3,1,Blue,0,1600,5,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,323,10750
44,36066,110,69,1040,3,1,Black,0,1600,3,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,325,11250
41,34000,110,85,1075,3,1,Red,0,1600,5,0,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,327,11950
33,33591,110,85,1075,3,1,Red,0,1600,5,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,329,12950
35,33258,110,85,1075,3,1,Grey,0,1600,5,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,330,12950
41,33000,110,19,1075,3,1,Silver,1,1600,5,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,332,11000
35,32941,110,85,1080,3,1,Yellow,0,1600,5,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,333,13950
38,32781,110,85,1075,3,0,Blue,0,1600,5,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,334,11950
40,32532,110,69,1040,3,1,Black,0,1600,3,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,335,11750
34,32431,97,85,1060,3,1,Silver,0,1400,5,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,336,12400
35,32000,110,69,1040,3,0,Black,0,1600,3,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,337,12500
41,30989,110,69,1045,3,0,Green,0,1600,3,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,340,12200
41,29716,116,85,1075,3,1,Grey,0,1600,5,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,343,11900
44,29716,110,85,1070,3,1,Silver,1,1600,3,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,344,11950
42,29640,110,85,1055,3,0,Red,0,1600,3,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,345,14950
41,29056,97,85,1060,3,1,Grey,0,1400,5,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,346,11950
33,28715,110,85,1075,3,1,Grey,0,1600,5,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,347,12950
41,28571,110,85,1090,3,0,Red,0,1600,5,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,348,14950
40,28362,110,69,1040,3,1,Blue,0,1600,3,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,349,13450
38,28150,110,85,1075,3,1,Red,0,1600,5,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,350,13750
43,27301,110,69,1040,3,1,Grey,0,1600,3,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,351,12950
33,27240,110,85,1075,12,1,Blue,0,1600,5,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,352,12750
39,27170,97,85,1060,3,1,Yellow,0,1400,5,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,353,11895
42,27141,97,85,1060,3,1,Green,0,1400,5,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,354,9950
38,26262,110,85,1075,3,1,Grey,0,1600,5,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,355,12450
43,25228,110,69,1045,3,1,Blue,0,1600,3,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,357,14950
39,25062,110,85,1080,3,1,Green,0,1600,5,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,1,358,13750
39,24723,110,85,1060,3,1,Green,1,1600,4,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,359,12695
33,24650,110,85,1055,3,1,Black,0,1600,3,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,360,14990
41,24475,110,69,1030,12,1,Red,0,1600,5,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,362,14350
35,24011,97,69,1025,3,0,Grey,0,1400,3,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,364,11500
41,24000,97,69,1025,3,1,Grey,0,1400,3,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,365,11950
40,23616,110,85,1075,3,1,Green,0,1600,5,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,366,13450
38,22865,110,85,1075,3,1,Silver,0,1600,5,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,367,12900
35,21904,97,69,1025,3,0,Blue,0,1400,3,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,369,10950
41,21651,97,69,1025,3,0,Green,0,1400,3,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,370,11950
37,21500,110,69,1030,12,1,Red,0,1600,5,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,371,11450
44,21027,110,85,1080,3,1,Green,0,1600,5,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,372,13250
39,18500,110,69,1030,3,0,Red,0,1600,4,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,373,10250
40,17051,97,85,1060,3,0,Grey,0,1400,5,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,375,11950
40,16325,110,85,1080,3,1,Silver,0,1600,5,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,377,12950
39,12000,110,85,1075,12,1,Green,0,1600,5,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,379,11500
43,10000,97,85,1060,6,1,Blue,0,1400,5,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,380,13500
51,198167,69,185,1095,3,0,Red,0,1300,4,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,382,6400
53,176000,69,185,1105,3,0,Blue,0,1300,3,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,383,7000
54,174139,72,185,1100,3,1,Blue,0,1300,4,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,384,7750
45,174000,69,185,1095,6,1,Silver,0,1300,5,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,385,8900
55,150000,110,72,1075,6,1,Blue,0,1600,3,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,386,8500
54,149329,72,185,1135,3,1,Red,0,1300,5,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,387,8950
51,146736,110,85,1080,3,1,Silver,0,1600,5,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,388,9900
53,143513,69,185,1140,3,0,Grey,0,1300,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389,10250
48,142130,110,197,1119,3,0,Red,0,1600,5,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,390,9250
48,140700,69,64,1110,3,1,Grey,0,1300,5,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,391,7750
54,138394,69,185,1095,3,1,Silver,0,1300,4,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,392,9450
55,137000,72,185,1135,3,1,Blue,0,1300,5,0,1,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,393,7750
56,129155,69,64,1110,3,0,White,0,1800,5,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,396,4450
50,126110,110,85,1055,3,0,Black,0,1600,3,0,1,1,1,0,0,1,0,1,1,1,1,0,1,1,0,0,397,9950
48,119742,110,85,1080,3,1,Blue,0,1600,5,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,398,9000
53,117913,69,64,1110,3,1,Blue,0,1300,5,0,1,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,399,9950
55,117175,110,69,1035,3,1,Green,0,1600,4,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,401,10500
54,115046,69,185,1140,3,1,Blue,0,1300,5,0,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,404,10500
52,104805,97,69,1025,3,1,Black,0,1400,3,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,407,9450
51,103018,69,185,1140,3,0,White,0,1300,5,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,409,10950
47,102352,110,85,1080,3,1,Red,0,1600,5,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,1,410,11900
50,99865,110,69,1035,3,1,Red,0,1600,4,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,413,7900
52,99323,110,85,1055,3,1,Black,0,1600,3,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,414,10950
51,98040,110,85,1080,3,0,Grey,0,1600,5,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,416,11950
49,97600,110,69,1045,6,1,Silver,0,1600,3,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,417,10900
55,97234,110,85,1080,3,0,Blue,0,1600,5,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,418,9950
51,96135,72,185,1115,3,0,Black,0,1300,3,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,419,9950
54,96100,110,85,1080,3,1,Green,0,1600,5,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,420,10950
55,94401,72,185,1115,3,0,Red,0,1300,3,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,421,8950
49,91340,110,85,1055,3,1,Blue,0,1600,3,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,423,10500
49,86221,110,69,1045,3,0,Grey,0,1600,3,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,429,11450
54,84598,110,19,1075,6,0,Red,0,1600,5,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,430,12500
50,83567,110,85,1075,3,0,Green,0,1600,5,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,431,10500
50,82735,97,69,1030,3,1,Black,0,1400,3,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,434,10950
54,81905,110,19,1105,6,1,Green,0,1600,5,0,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,435,10950
47,78785,110,197,1119,3,1,Black,0,1600,5,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,439,11500
49,77648,110,69,1030,3,0,Red,0,1600,4,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,442,12500
54,77270,110,69,1035,3,1,Blue,0,1600,4,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,443,11950
50,76167,97,85,1060,3,1,Blue,0,1400,5,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,444,10750
46,75249,110,69,1035,3,1,Red,0,1600,4,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,445,11450
48,75045,110,85,1055,6,1,Silver,0,1600,3,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,447,11750
49,74656,69,185,1105,3,0,Silver,0,1300,3,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,450,10995
56,74500,97,69,1025,3,0,Grey,0,1400,3,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,451,11450
49,74494,110,85,1075,3,1,Grey,0,1600,5,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,452,8900
47,73403,110,85,1075,3,1,Grey,0,1600,5,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,454,11750
49,73175,97,69,1030,3,1,Silver,0,1400,3,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,455,11450
52,73000,110,85,1055,3,0,Grey,0,1600,3,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,456,12000
50,72242,110,85,1070,3,0,Blue,1,1600,3,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,457,11950
53,72000,97,69,1025,3,1,Green,0,1400,3,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,458,9850
55,69813,97,69,1025,3,1,Silver,0,1400,3,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,463,9500
49,69659,86,69,1025,3,0,Red,0,1300,3,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,464,11950
46,69574,97,85,1065,3,0,Blue,0,1400,5,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,465,10750
47,69000,69,185,1140,3,1,Blue,0,1300,5,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,466,8750
49,68565,110,69,1030,3,1,Blue,0,1600,4,0,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,467,8750
55,68520,72,185,1115,3,1,Red,0,1300,3,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,468,11450
52,66527,110,85,1080,3,1,Blue,0,1600,5,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,471,13950
52,65170,97,69,1025,3,1,Grey,0,1400,3,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,475,9950
56,65000,110,19,1075,6,1,Silver,0,1600,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,476,11950
48,64193,110,69,1040,3,1,Grey,0,1600,3,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,477,10450
54,64000,97,69,1025,3,1,Blue,0,1400,3,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,478,8950
54,63792,110,85,1075,3,1,Green,0,1600,5,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,479,10250
54,63135,110,69,1050,3,1,Blue,0,1600,3,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,481,10500
48,63000,69,185,1140,6,1,Silver,0,1300,5,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,483,11500
55,63000,110,69,1035,3,0,Green,0,1600,4,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,484,11500
54,62987,110,85,1080,3,0,Red,0,1600,5,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,1,485,11450
54,62519,97,69,1025,3,0,Black,0,1400,3,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,487,9500
50,62280,97,85,1060,3,1,Green,0,1400,5,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,488,10500
50,61672,110,85,1075,12,0,Blue,0,1600,5,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,489,10750
54,61000,69,185,1140,6,0,White,0,1300,5,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,490,8950
